Lot URL,Lot #,Est. Retail Value,Sale Date,Year,Make,Model,Engine Type,Cylinders,VIN,Grid/Row,Title Code,Odometer,Odometer Description,Damage Description,Current Bid,My Bid,Item Number,Sale Name,Repair Estimate
https://www.copart.com/lotDetail/60519011,60519011,0 USD,10/28/2021 04:00 pm CEST,2012,INFINITI,G37,3.7L  6,6,JN1CV6AR1CM673412,K020,CERTIFICATE OF TITLE,"165,219 A",ACTUAL,ALL OVER,200 USD,0 USD,172,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60520811,60520811,0 USD,10/28/2021 04:00 pm CEST,2020,NISSAN,FRONTIER S,3.8L  6,6,1N6ED0CF9LN704549,I010,CERTIFICATE OF TITLE,"2,590 A",ACTUAL,FRONT END,"3,100 USD",0 USD,242,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60532081,60532081,0 USD,10/28/2021 04:00 pm CEST,2007,HONDA,CR-V LX,2.4L  4,4,JHLRE48377C025357,K040,CERTIFICATE OF TITLE,"210,299 E",EXEMPT,MINOR DENT/SCRATCHES,825 USD,0 USD,88,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60548321,60548321,0 USD,10/28/2021 04:00 pm CEST,2011,CHEVROLET,CRUZE LT,1.4L  4,4,1G1PG5S94B7179620,K030,CERTIFICATE OF TITLE,"142,050 A",ACTUAL,FRONT END,200 USD,0 USD,250,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60696081,60696081,"18,068 USD",10/28/2021 04:00 pm CEST,2015,SUBARU,OUTBACK 2.,2.5L  4,4,4S4BSACC3F3324285,L020,CERT OF TITLE-SALVAGE,"72,594 A",ACTUAL,FRONT END,"2,750 USD",0 USD,229,CT - HARTFORD SPRINGFIELD,"12,445 USD"
https://www.copart.com/lotDetail/60726241,60726241,0 USD,10/28/2021 04:00 pm CEST,2014,JEEP,CHEROKEE L,3.2L  6,6,1C4PJMDS7EW265033,J040,CERTIFICATE OF TITLE,"240,827 A",ACTUAL,MINOR DENT/SCRATCHES,"2,900 USD",0 USD,197,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60728061,60728061,0 USD,10/28/2021 04:00 pm CEST,2014,CHEVROLET,EXPRESS G1,5.3L  8,8,1GCSHAF43E1148775,L040,CERTIFICATE OF TITLE,"411,793 A",ACTUAL,ALL OVER,525 USD,0 USD,202,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60778071,60778071,0 USD,10/28/2021 04:00 pm CEST,2007,HYUNDAI,SANTA FE S,3.3L  6,6,5NMSH13E27H038242,G020,CERTIFICATE OF TITLE,"181,118 A",ACTUAL,SIDE,825 USD,0 USD,57,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60824811,60824811,"9,685 USD",10/28/2021 04:00 pm CEST,2013,HYUNDAI,TUCSON GLS,2.4L  4,4,KM8JU3AC7DU685191,HVY2,CERT OF TITLE-SALVAGE,"133,768 A",ACTUAL,FRONT END,850 USD,0 USD,206,CT - HARTFORD SPRINGFIELD,"9,415 USD"
https://www.copart.com/lotDetail/60859041,60859041,"20,008 USD",10/28/2021 04:00 pm CEST,2016,NISSAN,ROGUE S,2.5L  4,4,5N1AT2MV4GC918836,L040,CERT OF TITLE-SALVAGE,"65,429 A",ACTUAL,ALL OVER,"1,300 USD",0 USD,193,CT - HARTFORD SPRINGFIELD,"29,523 USD"
https://www.copart.com/lotDetail/60898851,60898851,0 USD,10/28/2021 04:00 pm CEST,2016,BMW,X5 XDR40E,2.0L  4,4,5UXKT0C53G0S75023,F030,CERTIFICATE OF TITLE (P),"72,434 A",ACTUAL,MINOR DENT/SCRATCHES,"20,100 USD",0 USD,169,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60899071,60899071,0 USD,10/28/2021 04:00 pm CEST,2007,DODGE,RAM 2500 S,5.9L  6,6,1D7KS28C97J508328,J010,CERTIFICATE OF TITLE,"174,316 E",EXEMPT,REAR END,"4,050 USD",0 USD,54,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60925991,60925991,"15,000 USD",10/28/2021 04:00 pm CEST,2012,BMW,335 I,3.0L  6,6,WBA3A9C56CF270922,S010,CERTIFICATE OF TITLE,"44,070 A",ACTUAL,MECHANICAL,200 USD,0 USD,160,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60926481,60926481,"15,500 USD",10/28/2021 04:00 pm CEST,2019,NISSAN,SENTRA S,1.8L  4,4,3N1AB7AP3KY418339,K040,CERTIFICATE OF TITLE,"37,050 A",ACTUAL,FRONT END,"1,850 USD",0 USD,238,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60927731,60927731,0 USD,10/28/2021 04:00 pm CEST,2013,BMW,X5 XDRIVE3,3.0L  6,6,5UXZW0C54D0B91457,F020,CERTIFICATE OF TITLE,"180,173 A",ACTUAL,MINOR DENT/SCRATCHES,"4,650 USD",0 USD,180,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60927851,60927851,0 USD,10/28/2021 04:00 pm CEST,2013,TOYOTA,SIENNA LE,3.5L  6,6,5TDJK3DC5DS050982,K050,CERTIFICATE OF TITLE,"202,282 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,195,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60928001,60928001,0 USD,10/28/2021 04:00 pm CEST,2019,TOYOTA,HIGHLANDER,3.5L  6,6,5TDJGRFH2KS062355,G030,CERTIFICATE OF TITLE (P),"145,687 A",ACTUAL,MINOR DENT/SCRATCHES,250 USD,0 USD,240,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60928681,60928681,0 USD,10/28/2021 04:00 pm CEST,2005,TOYOTA,COROLLA CE,1.8L  4,4,1NXBR32E85Z378507,G050,CERTIFICATE OF TITLE,"180,334 A",ACTUAL,SIDE,850 USD,0 USD,62,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/60960521,60960521,"4,995 USD",10/28/2021 04:00 pm CEST,2003,TOYOTA,COROLLA CE,1.8L  4,4,JTDBR32E432011603,J040,CERT OF TITLE-SALVAGE,"103,003 A",ACTUAL,FRONT END,825 USD,0 USD,11,CT - HARTFORD SPRINGFIELD,"3,281 USD"
https://www.copart.com/lotDetail/61015091,61015091,0 USD,10/28/2021 04:00 pm CEST,2015,NISSAN,SENTRA S,1.8L  4,4,3N1AB7APXFL661858,K040,CERTIFICATE OF TITLE (P),"96,134 A",ACTUAL,FRONT END,175 USD,0 USD,156,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61020441,61020441,"3,189 USD",10/28/2021 04:00 pm CEST,2001,TOYOTA,CELICA GT,1.8L  4,4,JTDDR32T110081740,A010,CERT OF TITLE-SALVAGE,"258,363 A",ACTUAL,FRONT END,200 USD,0 USD,6,CT - HARTFORD SPRINGFIELD,"3,008 USD"
https://www.copart.com/lotDetail/61044771,61044771,"22,707 USD",10/28/2021 04:00 pm CEST,2019,TOYOTA,C-HR XLE,2.0L  4,4,NMTKHMBX3KR090343,K040,CERT OF TITLE-SLVG REBLD FLOOD,"13,474 A",ACTUAL,WATER/FLOOD,"5,200 USD",0 USD,501,CT - HARTFORD SPRINGFIELD,"25,996 USD"
https://www.copart.com/lotDetail/61168171,61168171,"2,084 USD",10/28/2021 04:00 pm CEST,2003,HONDA,ODYSSEY EX,3.5L  6,6,5FNRL18923B151810,I020,CERT OF TITLE-SALVAGE,"221,627 A",ACTUAL,VANDALISM,175 USD,0 USD,31,CT - HARTFORD SPRINGFIELD,"3,285 USD"
https://www.copart.com/lotDetail/61196621,61196621,0 USD,10/28/2021 04:00 pm CEST,2012,CHRYSLER,200 LX,2.4L  4,4,1C3CCBAB0CN127603,G030,CERTIFICATE OF TITLE,"175,952 A",ACTUAL,FRONT END,"1,200 USD",0 USD,94,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61199281,61199281,0 USD,10/28/2021 04:00 pm CEST,2011,FORD,EDGE SEL,3.5L  6,6,2FMDK4JC5BBA62924,H020,CERTIFICATE OF TITLE,"118,925 N",NOT ACTUAL,MINOR DENT/SCRATCHES,"4,000 USD",0 USD,91,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61199781,61199781,0 USD,10/28/2021 04:00 pm CEST,2003,TOYOTA,SIENNA LE,3.0L  6,6,4T3ZF13C63U554824,L040,CERTIFICATE OF TITLE,"202,585 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,12,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61223211,61223211,0 USD,10/28/2021 04:00 pm CEST,2015,TOYOTA,VENZA LE,3.5L  6,6,4T3BK3BB5FU114776,G020,CERTIFICATE OF TITLE,"182,124 A",ACTUAL,MINOR DENT/SCRATCHES,"2,000 USD",0 USD,166,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61223931,61223931,0 USD,10/28/2021 04:00 pm CEST,2010,MERCEDES-BENZ,GL 350 BLU,3.0L  6,6,4JGBF2FEXAA615037,J040,CERTIFICATE OF TITLE (P),"154,261 E",EXEMPT,MECHANICAL,825 USD,0 USD,81,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61235161,61235161,"20,217 USD",10/28/2021 04:00 pm CEST,2017,HYUNDAI,SANTA FE S,2.4L  4,4,5NMZUDLBXHH033387,T010,CERT OF TITLE-SALVAGE,"46,230 A",ACTUAL,FRONT END,"3,050 USD",0 USD,245,CT - HARTFORD SPRINGFIELD,"22,015 USD"
https://www.copart.com/lotDetail/61321211,61321211,0 USD,10/28/2021 04:00 pm CEST,2005,JEEP,GRAND CHER,4.7L  8,8,1J4HR58N05C692475,H030,CERTIFICATE OF TITLE,"176,036 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,23,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61366291,61366291,"2,766 USD",10/28/2021 04:00 pm CEST,2002,HONDA,CR-V LX,2.4L  4,4,JHLRD78482C065923,D010,CERT OF TITLE-SALVAGE,"257,456 A",ACTUAL,FRONT END,200 USD,0 USD,10,CT - HARTFORD SPRINGFIELD,"2,911 USD"
https://www.copart.com/lotDetail/61462451,61462451,0 USD,10/28/2021 04:00 pm CEST,2003,HUMMER,H2,6.0L  8,8,5GRGN23U73H118464,I050,CERTIFICATE OF TITLE,"220,703 A",ACTUAL,MINOR DENT/SCRATCHES,"4,100 USD",0 USD,18,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61511171,61511171,"8,258 USD",10/28/2021 04:00 pm CEST,2014,CHRYSLER,200 LIMITE,3.6L  6,6,1C3CCBCG7EN157208,I030,CERT OF TITLE-SALVAGE,"150,908 A",ACTUAL,FRONT END,575 USD,0 USD,221,CT - HARTFORD SPRINGFIELD,"9,217 USD"
https://www.copart.com/lotDetail/61554891,61554891,"11,701 USD",10/28/2021 04:00 pm CEST,2012,TOYOTA,CAMRY SE,3.5L  6,6,4T1BK1FK4CU512189,J030,CERT OF TITLE-SALVAGE,"163,595 A",ACTUAL,REAR END,"3,250 USD",0 USD,209,CT - HARTFORD SPRINGFIELD,"10,037 USD"
https://www.copart.com/lotDetail/61574001,61574001,"30,288 USD",10/28/2021 04:00 pm CEST,2015,CHEVROLET,SUBURBAN K,5.3L  8,8,1GNSKJKC8FR230333,HVY1,CERT OF TITLE-SALVAGE,"130,017 A",ACTUAL,UNDERCARRIAGE,"6,100 USD",0 USD,153,CT - HARTFORD SPRINGFIELD,"24,648 USD"
https://www.copart.com/lotDetail/61602041,61602041,0 USD,10/28/2021 04:00 pm CEST,2018,FORD,F350 SUPER,6.2L  8,8,1FT8W3B64JEC34649,J010,CERTIFICATE OF TITLE (P),"50,597 A",ACTUAL,ROLLOVER,"3,300 USD",0 USD,255,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61609521,61609521,0 USD,10/28/2021 04:00 pm CEST,2011,CHEVROLET,EQUINOX LT,2.4L  4,4,2CNFLEEC2B6217167,G020,CERTIFICATE OF TITLE (P),"141,644 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,152,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61664421,61664421,"8,760 USD",10/28/2021 04:00 pm CEST,2013,VOLKSWAGEN,PASSAT SE,2.5L  5,5,1VWBP7A32DC011105,L040,CERT OF TITLE-SALVAGE,"153,159 A",ACTUAL,FRONT END,"1,100 USD",0 USD,146,CT - HARTFORD SPRINGFIELD,"11,071 USD"
https://www.copart.com/lotDetail/61665881,61665881,0 USD,10/28/2021 04:00 pm CEST,2005,CHEVROLET,AVALANCHE,5.3L  8,8,3GNEK12Z45G245198,K050,CERTIFICATE OF TITLE,"187,072 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,20,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61702721,61702721,0 USD,10/28/2021 04:00 pm CEST,2005,CHEVROLET,COLORADO,3.5L  5,5,1GCDT146558194045,G030,CERTIFICATE OF TITLE,"130,775 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,52,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61702751,61702751,0 USD,10/28/2021 04:00 pm CEST,2012,AUDI,S4 PREMIUM,3.0L  6,6,WAUBGAFL6CA074689,H050,CERTIFICATE OF TITLE (P),"176,837 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,158,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61702811,61702811,0 USD,10/28/2021 04:00 pm CEST,2013,HYUNDAI,SONATA GLS,2.4L  4,4,5NPEB4AC9DH570345,I050,CERTIFICATE OF TITLE,"158,489 N",NOT ACTUAL,FRONT END,"1,200 USD",0 USD,188,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61703201,61703201,0 USD,10/28/2021 04:00 pm CEST,2012,GMC,SIERRA K15,4.8L  8,8,1GTR2UEA6CZ321552,I010,CERTIFICATE OF TITLE (P),"148,831 A",ACTUAL,REAR END,200 USD,0 USD,170,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61703291,61703291,0 USD,10/28/2021 04:00 pm CEST,2009,VOLVO,XC90,4.4L  8,8,YV4CT852291517253,K050,CERTIFICATE OF TITLE (P),"131,148 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,125,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61703461,61703461,0 USD,10/28/2021 04:00 pm CEST,2010,FORD,F150 SUPER,5.4L  8,8,1FTFX1EV8AFA56721,I010,CERTIFICATE OF TITLE (P),"152,099 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,130,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61703511,61703511,0 USD,10/28/2021 04:00 pm CEST,2014,NISSAN,PATHFINDER,3.5L  6,6,5N1AR2MM0EC610405,G040,CERTIFICATE OF TITLE (P),"75,078 A",ACTUAL,MINOR DENT/SCRATCHES,800 USD,0 USD,210,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61703621,61703621,0 USD,10/28/2021 04:00 pm CEST,2007,CHEVROLET,TAHOE K150,5.3L  8,8,1GNFK13017R289702,J050,CERTIFICATE OF TITLE,"205,585 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,85,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61703651,61703651,0 USD,10/28/2021 04:00 pm CEST,2005,CHEVROLET,SILVERADO,5.3L  8,8,1GCEK14T45Z244294,K010,CERTIFICATE OF TITLE,"156,088 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,55,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61703711,61703711,0 USD,10/28/2021 04:00 pm CEST,2010,DODGE,GRAND CARA,3.8L  6,6,2D4RN5D10AR433403,K050,CERTIFICATE OF TITLE,"146,281 A",ACTUAL,FRONT END,200 USD,0 USD,128,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61703761,61703761,0 USD,10/28/2021 04:00 pm CEST,2006,DODGE,RAM 2500 S,5.7L  8,8,1D7KS28D96J123200,K010,CERTIFICATE OF TITLE,"177,538 A",ACTUAL,MINOR DENT/SCRATCHES,825 USD,0 USD,72,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61718491,61718491,0 USD,10/28/2021 04:00 pm CEST,2015,MAZDA,CX-9 SPORT,3.7L  6,6,JM3TB2BAXF0455754,I050,CERTIFICATE OF TITLE (P),"130,900 A",ACTUAL,MINOR DENT/SCRATCHES,200 USD,0 USD,220,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61742731,61742731,0 USD,10/28/2021 04:00 pm CEST,2018,VOLKSWAGEN,ATLAS SEL,3.6L  6,6,1V2MR2CAXJC550750,G040,CERTIFICATE OF TITLE (P),"150,012 A",ACTUAL,MINOR DENT/SCRATCHES,"23,400 USD",0 USD,219,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61762181,61762181,0 USD,10/28/2021 04:00 pm CEST,2007,TOYOTA,RAV4,2.4L  4,4,JTMBD33V375053407,G030,CERTIFICATE OF TITLE,"162,626 A",ACTUAL,REAR END,"2,350 USD",0 USD,61,CT - HARTFORD SPRINGFIELD,0 USD
https://www.copart.com/lotDetail/61762411,61762411,0 USD,10/28/2021 04:00 pm CEST,2013,TOYOTA,HIGHLANDER,2.7L  4,4,5TDZA3EH8DS046053,G050,CERT OF TITLE,"180,729 A",ACTUAL,MINOR DENT/SCRATCHES,"1,900 USD",0 USD,107,CT - HARTFORD SPRINGFIELD,0 USD
